2010 Federal Election House of Representatives Two Party Preferred Flow of Preferences By State By Party [Please Note: These results are not final. Event:15508 Phase:PostElection Generated:2010-08-26T13:25:00 Cycle:0ac05804-dc0b-461e-9e69-6de5f0ff2191 Created:2010-08-26T13:03:27 Environment:PROD Site:CDC Server:DB01 Version:6.0.9.8314]
StateAb,PartyAb,PartyNm,Australian Labor Party Transfer Votes,Australian Labor Party Transfer Percentage,Liberal/National Coalition Transfer Votes,Liberal/National Coalition Transfer Percentage
