2010 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Please Note: These results are not final. Event:15508 Phase:PostElection Generated:2010-09-06T22:08:56 Cycle:7c9a5a27-5e51-47dd-8420-35fbfd884996 Created:2010-09-06T21:51:16 Environment:PROD Site:FDC Server:DB01 Version:6.0.9.8314]
StateAb,DivisionID,DivisionNm,Ticket,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
QLD,175,Petrie,Q,2,21873,"SHEEN, Tim",Australian Sex Party,ASXP,N,N,6,0,0,0,0,6
QLD,175,Petrie,Q,9998,0,Unapportioned,Australian Sex Party,ASXP,N,N,1394,0,0,0,0,1394
QLD,175,Petrie,R,0,22068,R Ticket Votes,The Greens,GRN,N,N,0,0,0,0,0,0
QLD,175,Petrie,R,1,21515,"WATERS, Larissa",The Greens,GRN,N,N,385,0,0,0,18,403
QLD,175,Petrie,R,2,21518,"CONNORS, Elizabeth Louise Alice",The Greens,GRN,N,N,12,0,0,0,2,14
QLD,175,Petrie,R,3,21519,"STIRLING, Jenny",The Greens,GRN,N,N,12,0,0,0,2,14
QLD,175,Petrie,R,9998,0,Unapportioned,The Greens,GRN,N,N,6917,0,0,0,0,6917
QLD,175,Petrie,S,0,22081,S Ticket Votes,Socialist Alliance,SAL,N,N,0,0,0,0,0,0
QLD,175,Petrie,S,1,21899,"WATSON, Sam",Socialist Alliance,SAL,N,N,7,0,0,0,2,9
QLD,175,Petrie,S,2,21900,"LOWE, David",Socialist Alliance,SAL,N,N,1,0,0,0,0,1
QLD,175,Petrie,S,9998,0,Unapportioned,Socialist Alliance,SAL,N,N,52,0,0,0,0,52
QLD,175,Petrie,T,0,22066,T Ticket Votes,Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,175,Petrie,T,1,20979,"LUDWIG, Joe",Australian Labor Party,ALP,N,Y,208,0,0,0,7,215
QLD,175,Petrie,T,2,20980,"McLUCAS, Jan",Australian Labor Party,ALP,N,Y,36,0,0,0,1,37
QLD,175,Petrie,T,3,20982,"SMITH, David",Australian Labor Party,ALP,N,N,18,0,0,0,2,20
QLD,175,Petrie,T,4,20983,"FENTIMAN, Shannon",Australian Labor Party,ALP,N,N,20,0,0,0,2,22
QLD,175,Petrie,T,9998,0,Unapportioned,Australian Labor Party,ALP,N,N,20445,0,0,0,0,20445
QLD,175,Petrie,U,0,22069,U Ticket Votes,Liberal Democrats (LDP),LDP,N,N,0,0,0,0,0,0
QLD,175,Petrie,U,1,21520,"FRYAR, Jim",Liberal Democrats (LDP),LDP,N,N,20,0,0,0,0,20
QLD,175,Petrie,U,2,21521,"FULTON, Robert",Liberal Democrats (LDP),LDP,N,N,1,0,0,0,0,1
QLD,175,Petrie,U,9998,0,Unapportioned,Liberal Democrats (LDP),LDP,N,N,1075,0,0,0,0,1075
QLD,175,Petrie,V,0,22071,V Ticket Votes,D.L.P. - Democratic Labor Party,DLP,N,N,0,0,0,0,0,0
QLD,175,Petrie,V,1,21525,"ZEGENHAGEN, Tony",D.L.P. - Democratic Labor Party,DLP,N,N,8,0,0,0,0,8
QLD,175,Petrie,V,2,21526,"BARR, Angelique Maree",D.L.P. - Democratic Labor Party,DLP,N,N,1,0,0,0,0,1
QLD,175,Petrie,V,3,21527,"JACKSON, Noel W",D.L.P. - Democratic Labor Party,DLP,N,N,1,0,0,0,1,2
QLD,175,Petrie,V,9998,0,Unapportioned,D.L.P. - Democratic Labor Party,DLP,N,N,280,0,0,0,0,280
QLD,175,Petrie,W,0,22061,W Ticket Votes,Christian Democratic Party,CDP,N,N,0,0,0,0,0,0
QLD,175,Petrie,W,1,20719,"BRICE, Malcolm",Christian Democratic Party,CDP,N,N,12,0,0,0,3,15
QLD,175,Petrie,W,2,20720,"VOGEL, Tony",Christian Democratic Party,CDP,N,N,1,0,0,0,0,1
QLD,175,Petrie,W,9998,0,Unapportioned,Christian Democratic Party,CDP,N,N,191,0,0,0,0,191
QLD,175,Petrie,UG,1,21909,"WHITE, Mark",Independent,IND,N,N,17,0,0,0,1,18
QLD,175,Petrie,UG,2,21620,"BAMBRICK, Don",Independent,IND,N,N,2,0,0,0,0,2
QLD,175,Petrie,UG,3,22012,"SMITH, Mark Leslie Chapman",Independent,IND,N,N,1,0,0,0,1,2
QLD,175,Petrie,UG,4,21905,"WIRTH, Jarrod John",Independent,IND,N,N,2,0,0,0,0,2
QLD,175,Petrie,UG,5,22013,"PYKE, Peter",,,N,N,5,0,0,0,0,5
QLD,175,Petrie,UG,6,21906,"CARROLL, Maurie",Independent,IND,N,N,5,0,0,0,1,6
QLD,176,Rankin,A,0,22073,A Ticket Votes,Senator On-Line,SOL,N,N,350,18,3,6,15,392
QLD,176,Rankin,A,1,21867,"READING, Scott",Senator On-Line,SOL,N,N,27,0,0,0,2,29
QLD,176,Rankin,A,2,21868,"EMBREY, Joh",Senator On-Line,SOL,N,N,2,0,0,0,0,2
QLD,176,Rankin,A,9998,0,Unapportioned,Senator On-Line,SOL,N,N,1,0,0,0,0,1
QLD,176,Rankin,B,0,22083,B Ticket Votes,Carers Alliance,CA,N,N,170,14,2,10,46,242
QLD,176,Rankin,B,1,22007,"VETTER, Anne",Carers Alliance,CA,N,N,11,0,2,0,0,13
QLD,176,Rankin,B,2,22009,"HORNE, Vicki",Carers Alliance,CA,N,N,0,0,0,0,0,0
QLD,176,Rankin,B,9998,0,Unapportioned,Carers Alliance,CA,N,N,2,0,0,0,0,2
QLD,176,Rankin,C,0,22080,C Ticket Votes,,,N,N,73,2,0,5,3,83
QLD,176,Rankin,C,1,21897,"SPENCER, Paul",,,N,N,2,0,0,0,0,2
QLD,176,Rankin,C,2,21898,"SPENCER, Mary",,,N,N,1,0,0,0,0,1
QLD,176,Rankin,C,9998,0,Unapportioned,,,N,N,0,0,0,0,0,0
QLD,176,Rankin,D,0,22070,D Ticket Votes,Family First,FFP,N,N,3185,297,52,57,212,3803
QLD,176,Rankin,D,1,21522,"FRANCIS, Wendy",Family First,FFP,N,N,187,0,1,2,2,192
QLD,176,Rankin,D,2,21523,"FINDLAY, Peter",Family First,FFP,N,N,12,0,0,2,2,16
QLD,176,Rankin,D,3,21524,"NICKSON, Amanda",Family First,FFP,N,N,4,0,0,0,0,4
QLD,176,Rankin,D,9998,0,Unapportioned,Family First,FFP,N,N,12,0,0,0,0,12
QLD,176,Rankin,E,0,22077,E Ticket Votes,Shooters and Fishers,ASP,N,N,865,92,9,20,68,1054
QLD,176,Rankin,E,1,21884,"PETER, Andrew Mark",Shooters and Fishers,ASP,N,N,56,0,1,1,0,58
QLD,176,Rankin,E,2,21886,"HUGGETT, Chris",Shooters and Fishers,ASP,N,N,3,0,0,0,0,3
QLD,176,Rankin,E,9998,0,Unapportioned,Shooters and Fishers,ASP,N,N,2,0,0,0,0,2
QLD,176,Rankin,F,0,22082,F Ticket Votes,,,N,N,30,0,0,0,2,32
QLD,176,Rankin,F,1,22002,"PYKE, John Richard",,,N,N,6,0,0,0,1,7
QLD,176,Rankin,F,2,22003,"TOOLEY, Christopher Ronald",,,N,N,0,0,0,0,0,0
QLD,176,Rankin,F,9998,0,Unapportioned,,,N,N,0,0,0,0,0,0
QLD,176,Rankin,G,0,22067,G Ticket Votes,,,N,N,22,4,0,1,1,28
QLD,176,Rankin,G,1,20985,"LINDSAY-PARK, E-Jay",,,N,N,1,0,0,0,0,1
QLD,176,Rankin,G,2,20986,"GUERIN, Lachlan",,,N,N,0,0,0,0,0,0
QLD,176,Rankin,G,9998,0,Unapportioned,,,N,N,0,0,0,0,0,0
QLD,176,Rankin,H,0,22079,H Ticket Votes,One Nation,ON,N,N,566,50,9,15,51,691
QLD,176,Rankin,H,1,21895,"EVANS, Rod",One Nation,ON,N,N,23,0,0,1,0,24
QLD,176,Rankin,H,2,21896,"NELSON, Ian J",One Nation,ON,N,N,1,0,0,0,0,1
QLD,176,Rankin,H,9998,0,Unapportioned,One Nation,ON,N,N,1,0,0,0,0,1
QLD,176,Rankin,I,0,22072,I Ticket Votes,,,N,N,87,1,1,1,2,92
QLD,176,Rankin,I,1,21528,"WATTIE, Russell",,,N,N,4,0,0,0,0,4
QLD,176,Rankin,I,2,21529,"DOWELL, John",,,N,N,0,0,0,0,0,0
QLD,176,Rankin,I,9998,0,Unapportioned,,,N,N,1,0,0,0,0,1
QLD,176,Rankin,J,0,22075,J Ticket Votes,Australian Democrats,DEM,N,N,501,42,1,14,61,619
QLD,176,Rankin,J,1,21874,"STEVENSON, Paul Joseph",Australian Democrats,DEM,N,N,25,0,0,2,0,27
QLD,176,Rankin,J,2,21876,"CLUSE, Jennifer",Australian Democrats,DEM,N,N,3,0,0,1,0,4
QLD,176,Rankin,J,9998,0,Unapportioned,Australian Democrats,DEM,N,N,3,0,0,0,0,3
QLD,176,Rankin,K,0,22076,K Ticket Votes,Australia First Party,FST,N,N,280,20,5,10,21,336
QLD,176,Rankin,K,1,21881,"SCHUBACK, Peter",Australia First Party,AFN,N,N,6,0,0,0,0,6
QLD,176,Rankin,K,2,21882,"MAINE, Nick",Australia First Party,AFN,N,N,0,0,0,0,0,0
QLD,176,Rankin,K,9998,0,Unapportioned,Australia First Party,FST,N,N,1,0,0,0,0,1
QLD,176,Rankin,L,0,22078,L Ticket Votes,Secular Party of Australia,SPA,N,N,51,6,0,2,5,64
QLD,176,Rankin,L,1,21888,"ALBERTS, Kat",Secular Party of Australia,SPA,N,N,9,0,0,0,0,9
QLD,176,Rankin,L,2,21891,"SHELTON, Peter",Secular Party of Australia,SPA,N,N,2,0,0,0,0,2
QLD,176,Rankin,L,9998,0,Unapportioned,Secular Party of Australia,SPA,N,N,2,0,0,0,0,2
QLD,176,Rankin,M,0,22065,M Ticket Votes,The Climate Sceptics,TCS,N,N,113,7,2,8,14,144
QLD,176,Rankin,M,1,21863,"CARDWELL, Terence Leonard",The Climate Sceptics,TCS,N,N,9,0,0,0,0,9
QLD,176,Rankin,M,2,21864,"JONES, Lance Herbert",The Climate Sceptics,TCS,N,N,1,0,0,0,0,1
QLD,176,Rankin,M,9998,0,Unapportioned,The Climate Sceptics,TCS,N,N,2,0,0,0,0,2
QLD,176,Rankin,N,0,22063,N Ticket Votes,Citizens Electoral Council,CEC,N,N,63,5,6,2,12,88
QLD,176,Rankin,N,1,20773,"THIES, Robert",Citizens Electoral Council,CEC,N,N,1,0,0,0,0,1
QLD,176,Rankin,N,2,20776,"HETHERINGTON, Maurice Verney",Citizens Electoral Council,CEC,N,N,0,0,0,0,0,0
QLD,176,Rankin,N,9998,0,Unapportioned,Citizens Electoral Council,CEC,N,N,1,0,0,0,0,1
QLD,176,Rankin,O,0,22062,O Ticket Votes,Liberal National Party of Queensland,LNQ,N,N,21465,1541,149,737,2159,26051
QLD,176,Rankin,O,1,20761,"BRANDIS, George Henry",Liberal National Party of Queensland,LNQ,N,Y,189,0,0,2,2,193
QLD,176,Rankin,O,2,20764,"JOYCE, Barnaby",Liberal National Party of Queensland,LNQ,N,Y,125,0,0,1,1,127
QLD,176,Rankin,O,3,20766,"MASON, Brett",Liberal National Party of Queensland,LNQ,N,Y,11,0,0,2,0,13
QLD,176,Rankin,O,4,20768,"TROOD, Russell",Liberal National Party of Queensland,LNQ,N,Y,9,0,0,0,0,9
QLD,176,Rankin,O,5,20769,"BOYD, Julie",Liberal National Party of Queensland,LNQ,N,N,19,0,0,0,0,19
QLD,176,Rankin,O,9998,0,Unapportioned,Liberal National Party of Queensland,LNQ,N,N,23,0,0,0,0,23
QLD,176,Rankin,P,0,22064,P Ticket Votes,Australian Fishing and Lifestyle Party,AFLP,N,N,825,80,9,45,81,1040
QLD,176,Rankin,P,1,20810,"DOUGLAS, Keith",Australian Fishing and Lifestyle Party,AFLP,N,N,29,0,0,1,0,30
QLD,176,Rankin,P,2,20811,"MANSFIELD, Michael",Australian Fishing and Lifestyle Party,AFLP,N,N,0,0,0,0,0,0
QLD,176,Rankin,P,9998,0,Unapportioned,Australian Fishing and Lifestyle Party,AFLP,N,N,3,0,0,0,0,3
QLD,176,Rankin,Q,0,22074,Q Ticket Votes,Australian Sex Party,ASXP,N,N,2002,251,22,49,85,2409
QLD,176,Rankin,Q,1,21871,"GIBSON, Desiree Lee",Australian Sex Party,ASXP,N,N,65,0,1,0,4,70
QLD,176,Rankin,Q,2,21873,"SHEEN, Tim",Australian Sex Party,ASXP,N,N,7,0,0,0,0,7
QLD,176,Rankin,Q,9998,0,Unapportioned,Australian Sex Party,ASXP,N,N,1,0,0,0,0,1
QLD,176,Rankin,R,0,22068,R Ticket Votes,The Greens,GRN,N,N,8265,784,87,238,555,9929
QLD,176,Rankin,R,1,21515,"WATERS, Larissa",The Greens,GRN,N,N,354,0,2,6,2,364
QLD,176,Rankin,R,2,21518,"CONNORS, Elizabeth Louise Alice",The Greens,GRN,N,N,22,0,0,0,0,22
QLD,176,Rankin,R,3,21519,"STIRLING, Jenny",The Greens,GRN,N,N,18,0,0,0,1,19
QLD,176,Rankin,R,9998,0,Unapportioned,The Greens,GRN,N,N,11,0,0,0,0,11
QLD,176,Rankin,S,0,22081,S Ticket Votes,Socialist Alliance,SAL,N,N,72,11,0,2,2,87
QLD,176,Rankin,S,1,21899,"WATSON, Sam",Socialist Alliance,SAL,N,N,5,0,0,0,0,5
QLD,176,Rankin,S,2,21900,"LOWE, David",Socialist Alliance,SAL,N,N,1,0,0,0,0,1
QLD,176,Rankin,S,9998,0,Unapportioned,Socialist Alliance,SAL,N,N,1,0,0,0,0,1
QLD,176,Rankin,T,0,22066,T Ticket Votes,Australian Labor Party,ALP,N,N,25529,1778,255,728,2352,30642
QLD,176,Rankin,T,1,20979,"LUDWIG, Joe",Australian Labor Party,ALP,N,Y,162,0,0,5,2,169
QLD,176,Rankin,T,2,20980,"McLUCAS, Jan",Australian Labor Party,ALP,N,Y,27,0,0,1,0,28
QLD,176,Rankin,T,3,20982,"SMITH, David",Australian Labor Party,ALP,N,N,28,0,0,0,1,29
QLD,176,Rankin,T,4,20983,"FENTIMAN, Shannon",Australian Labor Party,ALP,N,N,21,0,0,1,0,22
QLD,176,Rankin,T,9998,0,Unapportioned,Australian Labor Party,ALP,N,N,8,0,0,0,0,8
QLD,176,Rankin,U,0,22069,U Ticket Votes,Liberal Democrats (LDP),LDP,N,N,1553,182,27,82,118,1962
QLD,176,Rankin,U,1,21520,"FRYAR, Jim",Liberal Democrats (LDP),LDP,N,N,15,0,0,1,1,17
QLD,176,Rankin,U,2,21521,"FULTON, Robert",Liberal Democrats (LDP),LDP,N,N,3,0,0,0,0,3
QLD,176,Rankin,U,9998,0,Unapportioned,Liberal Democrats (LDP),LDP,N,N,0,0,0,0,0,0
QLD,176,Rankin,V,0,22071,V Ticket Votes,D.L.P. - Democratic Labor Party,DLP,N,N,517,61,7,17,20,622
QLD,176,Rankin,V,1,21525,"ZEGENHAGEN, Tony",D.L.P. - Democratic Labor Party,DLP,N,N,5,0,0,0,2,7
QLD,176,Rankin,V,2,21526,"BARR, Angelique Maree",D.L.P. - Democratic Labor Party,DLP,N,N,3,0,0,0,0,3
QLD,176,Rankin,V,3,21527,"JACKSON, Noel W",D.L.P. - Democratic Labor Party,DLP,N,N,2,0,0,0,0,2
QLD,176,Rankin,V,9998,0,Unapportioned,D.L.P. - Democratic Labor Party,DLP,N,N,5,0,0,0,0,5
QLD,176,Rankin,W,0,22061,W Ticket Votes,Christian Democratic Party,CDP,N,N,462,36,1,20,33,552
QLD,176,Rankin,W,1,20719,"BRICE, Malcolm",Christian Democratic Party,CDP,N,N,31,0,0,4,0,35
QLD,176,Rankin,W,2,20720,"VOGEL, Tony",Christian Democratic Party,CDP,N,N,3,0,0,0,0,3
QLD,176,Rankin,W,9998,0,Unapportioned,Christian Democratic Party,CDP,N,N,0,0,0,0,0,0
QLD,176,Rankin,UG,1,21909,"WHITE, Mark",Independent,IND,N,N,18,0,0,0,0,18
QLD,176,Rankin,UG,2,21620,"BAMBRICK, Don",Independent,IND,N,N,2,0,0,0,0,2
QLD,176,Rankin,UG,3,22012,"SMITH, Mark Leslie Chapman",Independent,IND,N,N,0,0,0,1,0,1
QLD,176,Rankin,UG,4,21905,"WIRTH, Jarrod John",Independent,IND,N,N,0,0,0,0,0,0
QLD,176,Rankin,UG,5,22013,"PYKE, Peter",,,N,N,4,0,0,0,0,4
QLD,176,Rankin,UG,6,21906,"CARROLL, Maurie",Independent,IND,N,N,3,0,0,0,0,3
QLD,177,Ryan,A,0,22073,A Ticket Votes,Senator On-Line,SOL,N,N,145,8,0,2,6,161
QLD,177,Ryan,A,1,21867,"READING, Scott",Senator On-Line,SOL,N,N,41,4,0,0,2,47
QLD,177,Ryan,A,2,21868,"EMBREY, Joh",Senator On-Line,SOL,N,N,2,0,0,0,0,2
QLD,177,Ryan,A,9998,0,Unapportioned,Senator On-Line,SOL,N,N,0,0,0,0,0,0
QLD,177,Ryan,B,0,22083,B Ticket Votes,Carers Alliance,CA,N,N,89,10,0,0,6,105
QLD,177,Ryan,B,1,22007,"VETTER, Anne",Carers Alliance,CA,N,N,18,0,0,0,3,21
QLD,177,Ryan,B,2,22009,"HORNE, Vicki",Carers Alliance,CA,N,N,2,0,0,1,0,3
QLD,177,Ryan,B,9998,0,Unapportioned,Carers Alliance,CA,N,N,0,0,0,0,0,0
QLD,177,Ryan,C,0,22080,C Ticket Votes,,,N,N,15,0,0,0,0,15
QLD,177,Ryan,C,1,21897,"SPENCER, Paul",,,N,N,0,0,0,0,0,0
QLD,177,Ryan,C,2,21898,"SPENCER, Mary",,,N,N,1,0,0,0,0,1
QLD,177,Ryan,C,9998,0,Unapportioned,,,N,N,0,0,0,0,0,0
QLD,177,Ryan,D,0,22070,D Ticket Votes,Family First,FFP,N,N,1295,73,0,25,70,1463
QLD,177,Ryan,D,1,21522,"FRANCIS, Wendy",Family First,FFP,N,N,185,21,0,8,3,217
QLD,177,Ryan,D,2,21523,"FINDLAY, Peter",Family First,FFP,N,N,10,0,0,0,0,10
QLD,177,Ryan,D,3,21524,"NICKSON, Amanda",Family First,FFP,N,N,7,2,0,0,1,10
QLD,177,Ryan,D,9998,0,Unapportioned,Family First,FFP,N,N,0,0,0,0,0,0
QLD,177,Ryan,E,0,22077,E Ticket Votes,Shooters and Fishers,ASP,N,N,411,44,0,37,25,517
QLD,177,Ryan,E,1,21884,"PETER, Andrew Mark",Shooters and Fishers,ASP,N,N,59,2,0,2,4,67
QLD,177,Ryan,E,2,21886,"HUGGETT, Chris",Shooters and Fishers,ASP,N,N,3,0,0,0,0,3
QLD,177,Ryan,E,9998,0,Unapportioned,Shooters and Fishers,ASP,N,N,0,0,0,0,0,0
QLD,177,Ryan,F,0,22082,F Ticket Votes,,,N,N,17,0,0,0,0,17
QLD,177,Ryan,F,1,22002,"PYKE, John Richard",,,N,N,10,0,0,0,0,10
QLD,177,Ryan,F,2,22003,"TOOLEY, Christopher Ronald",,,N,N,1,0,0,0,0,1
QLD,177,Ryan,F,9998,0,Unapportioned,,,N,N,0,0,0,0,0,0
QLD,177,Ryan,G,0,22067,G Ticket Votes,,,N,N,10,0,0,1,0,11
QLD,177,Ryan,G,1,20985,"LINDSAY-PARK, E-Jay",,,N,N,4,0,0,0,0,4
QLD,177,Ryan,G,2,20986,"GUERIN, Lachlan",,,N,N,0,0,0,0,1,1
QLD,177,Ryan,G,9998,0,Unapportioned,,,N,N,0,0,0,0,0,0
QLD,177,Ryan,H,0,22079,H Ticket Votes,One Nation,ON,N,N,163,12,0,6,13,194
QLD,177,Ryan,H,1,21895,"EVANS, Rod",One Nation,ON,N,N,12,0,0,0,2,14
QLD,177,Ryan,H,2,21896,"NELSON, Ian J",One Nation,ON,N,N,0,0,0,0,0,0
QLD,177,Ryan,H,9998,0,Unapportioned,One Nation,ON,N,N,0,0,0,0,0,0
QLD,177,Ryan,I,0,22072,I Ticket Votes,,,N,N,23,0,0,1,1,25
QLD,177,Ryan,I,1,21528,"WATTIE, Russell",,,N,N,5,1,0,0,0,6
QLD,177,Ryan,I,2,21529,"DOWELL, John",,,N,N,0,0,0,1,0,1
QLD,177,Ryan,I,9998,0,Unapportioned,,,N,N,0,0,0,0,0,0
QLD,177,Ryan,J,0,22075,J Ticket Votes,Australian Democrats,DEM,N,N,511,20,0,20,26,577
QLD,177,Ryan,J,1,21874,"STEVENSON, Paul Joseph",Australian Democrats,DEM,N,N,99,6,0,3,6,114
QLD,177,Ryan,J,2,21876,"CLUSE, Jennifer",Australian Democrats,DEM,N,N,17,1,0,0,1,19
QLD,177,Ryan,J,9998,0,Unapportioned,Australian Democrats,DEM,N,N,0,0,0,0,0,0
QLD,177,Ryan,K,0,22076,K Ticket Votes,Australia First Party,FST,N,N,98,11,0,3,6,118
QLD,177,Ryan,K,1,21881,"SCHUBACK, Peter",Australia First Party,AFN,N,N,8,0,0,1,0,9
QLD,177,Ryan,K,2,21882,"MAINE, Nick",Australia First Party,AFN,N,N,1,0,0,0,0,1
QLD,177,Ryan,K,9998,0,Unapportioned,Australia First Party,FST,N,N,0,0,0,0,0,0
QLD,177,Ryan,L,0,22078,L Ticket Votes,Secular Party of Australia,SPA,N,N,54,2,0,3,4,63
QLD,177,Ryan,L,1,21888,"ALBERTS, Kat",Secular Party of Australia,SPA,N,N,31,3,0,3,2,39
QLD,177,Ryan,L,2,21891,"SHELTON, Peter",Secular Party of Australia,SPA,N,N,3,0,0,0,0,3
QLD,177,Ryan,L,9998,0,Unapportioned,Secular Party of Australia,SPA,N,N,0,0,0,0,0,0
QLD,177,Ryan,M,0,22065,M Ticket Votes,The Climate Sceptics,TCS,N,N,131,8,0,10,5,154
QLD,177,Ryan,M,1,21863,"CARDWELL, Terence Leonard",The Climate Sceptics,TCS,N,N,41,4,0,0,0,45
QLD,177,Ryan,M,2,21864,"JONES, Lance Herbert",The Climate Sceptics,TCS,N,N,4,0,0,0,1,5
QLD,177,Ryan,M,9998,0,Unapportioned,The Climate Sceptics,TCS,N,N,0,0,0,0,0,0
QLD,177,Ryan,N,0,22063,N Ticket Votes,Citizens Electoral Council,CEC,N,N,42,2,0,2,0,46
QLD,177,Ryan,N,1,20773,"THIES, Robert",Citizens Electoral Council,CEC,N,N,3,1,0,0,0,4
QLD,177,Ryan,N,2,20776,"HETHERINGTON, Maurice Verney",Citizens Electoral Council,CEC,N,N,0,0,0,0,0,0
QLD,177,Ryan,N,9998,0,Unapportioned,Citizens Electoral Council,CEC,N,N,0,0,0,0,0,0
QLD,177,Ryan,O,0,22062,O Ticket Votes,Liberal National Party of Queensland,LNQ,N,N,32379,1499,0,951,2005,36834
QLD,177,Ryan,O,1,20761,"BRANDIS, George Henry",Liberal National Party of Queensland,LNQ,N,Y,459,23,0,16,17,515
QLD,177,Ryan,O,2,20764,"JOYCE, Barnaby",Liberal National Party of Queensland,LNQ,N,Y,329,21,0,17,24,391
QLD,177,Ryan,O,3,20766,"MASON, Brett",Liberal National Party of Queensland,LNQ,N,Y,40,5,0,0,3,48
QLD,177,Ryan,O,4,20768,"TROOD, Russell",Liberal National Party of Queensland,LNQ,N,Y,37,4,0,2,0,43
QLD,177,Ryan,O,5,20769,"BOYD, Julie",Liberal National Party of Queensland,LNQ,N,N,61,3,0,1,4,69
QLD,177,Ryan,O,9998,0,Unapportioned,Liberal National Party of Queensland,LNQ,N,N,0,0,0,0,0,0
QLD,177,Ryan,P,0,22064,P Ticket Votes,Australian Fishing and Lifestyle Party,AFLP,N,N,436,49,0,29,23,537
QLD,177,Ryan,P,1,20810,"DOUGLAS, Keith",Australian Fishing and Lifestyle Party,AFLP,N,N,30,1,0,0,0,31
QLD,177,Ryan,P,2,20811,"MANSFIELD, Michael",Australian Fishing and Lifestyle Party,AFLP,N,N,2,0,0,0,2,4
QLD,177,Ryan,P,9998,0,Unapportioned,Australian Fishing and Lifestyle Party,AFLP,N,N,0,0,0,0,0,0
QLD,177,Ryan,Q,0,22074,Q Ticket Votes,Australian Sex Party,ASXP,N,N,1318,124,0,43,33,1518
QLD,177,Ryan,Q,1,21871,"GIBSON, Desiree Lee",Australian Sex Party,ASXP,N,N,202,23,0,5,5,235
QLD,177,Ryan,Q,2,21873,"SHEEN, Tim",Australian Sex Party,ASXP,N,N,16,2,0,0,0,18
QLD,177,Ryan,Q,9998,0,Unapportioned,Australian Sex Party,ASXP,N,N,0,0,0,0,0,0
QLD,177,Ryan,R,0,22068,R Ticket Votes,The Greens,GRN,N,N,15289,725,0,442,558,17014
QLD,177,Ryan,R,1,21515,"WATERS, Larissa",The Greens,GRN,N,N,1815,141,0,56,63,2075
QLD,177,Ryan,R,2,21518,"CONNORS, Elizabeth Louise Alice",The Greens,GRN,N,N,29,5,0,1,1,36
QLD,177,Ryan,R,3,21519,"STIRLING, Jenny",The Greens,GRN,N,N,46,6,0,4,3,59
QLD,177,Ryan,R,9998,0,Unapportioned,The Greens,GRN,N,N,0,0,0,0,0,0
QLD,177,Ryan,S,0,22081,S Ticket Votes,Socialist Alliance,SAL,N,N,89,8,0,5,4,106
QLD,177,Ryan,S,1,21899,"WATSON, Sam",Socialist Alliance,SAL,N,N,29,7,0,4,1,41
QLD,177,Ryan,S,2,21900,"LOWE, David",Socialist Alliance,SAL,N,N,0,0,0,0,0,0
QLD,177,Ryan,S,9998,0,Unapportioned,Socialist Alliance,SAL,N,N,0,0,0,0,0,0
QLD,177,Ryan,T,0,22066,T Ticket Votes,Australian Labor Party,ALP,N,N,15286,768,0,543,855,17452
QLD,177,Ryan,T,1,20979,"LUDWIG, Joe",Australian Labor Party,ALP,N,Y,330,17,0,10,17,374
QLD,177,Ryan,T,2,20980,"McLUCAS, Jan",Australian Labor Party,ALP,N,Y,40,3,0,6,1,50
QLD,177,Ryan,T,3,20982,"SMITH, David",Australian Labor Party,ALP,N,N,16,2,0,3,0,21
QLD,177,Ryan,T,4,20983,"FENTIMAN, Shannon",Australian Labor Party,ALP,N,N,35,2,0,3,1,41
QLD,177,Ryan,T,9998,0,Unapportioned,Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,177,Ryan,U,0,22069,U Ticket Votes,Liberal Democrats (LDP),LDP,N,N,1403,93,0,64,60,1620
QLD,177,Ryan,U,1,21520,"FRYAR, Jim",Liberal Democrats (LDP),LDP,N,N,34,3,0,4,2,43
QLD,177,Ryan,U,2,21521,"FULTON, Robert",Liberal Democrats (LDP),LDP,N,N,4,0,0,1,1,6
QLD,177,Ryan,U,9998,0,Unapportioned,Liberal Democrats (LDP),LDP,N,N,0,0,0,0,0,0
QLD,177,Ryan,V,0,22071,V Ticket Votes,D.L.P. - Democratic Labor Party,DLP,N,N,132,12,0,13,7,164
QLD,177,Ryan,V,1,21525,"ZEGENHAGEN, Tony",D.L.P. - Democratic Labor Party,DLP,N,N,12,1,0,0,0,13
QLD,177,Ryan,V,2,21526,"BARR, Angelique Maree",D.L.P. - Democratic Labor Party,DLP,N,N,1,0,0,0,0,1
QLD,177,Ryan,V,3,21527,"JACKSON, Noel W",D.L.P. - Democratic Labor Party,DLP,N,N,0,0,0,0,0,0
QLD,177,Ryan,V,9998,0,Unapportioned,D.L.P. - Democratic Labor Party,DLP,N,N,0,0,0,0,0,0
QLD,177,Ryan,W,0,22061,W Ticket Votes,Christian Democratic Party,CDP,N,N,195,14,0,5,14,228
QLD,177,Ryan,W,1,20719,"BRICE, Malcolm",Christian Democratic Party,CDP,N,N,46,3,0,1,0,50
QLD,177,Ryan,W,2,20720,"VOGEL, Tony",Christian Democratic Party,CDP,N,N,4,0,0,0,0,4
QLD,177,Ryan,W,9998,0,Unapportioned,Christian Democratic Party,CDP,N,N,0,0,0,0,0,0
