2010 Federal Election House of Representatives Two Party Preferred Flow of Preferences By Party [Please Note: These results are not final. Event:15508 Phase:PostElection Generated:2010-09-03T09:34:15 Cycle:167e51b0-7a77-4f33-b91d-6ccac30ee2ab Created:2010-09-03T09:18:33 Environment:PROD Site:CDC Server:DB01 Version:6.0.9.8314]
PartyAb,PartyNm,Australian Labor Party Transfer Votes,Australian Labor Party Transfer Percentage,Liberal/National Coalition Transfer Votes,Liberal/National Coalition Transfer Percentage
